step,timeperf/rollout,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/max,timeperf/recompute_logp,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/min,teacher_answer_n_seqs,ppo_actor/n_seqs,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/avg,teacher_answer_logp/avg,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/max,teacher_answer_logp/min,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/min,teacher_answer_logp/max,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/rs_filtered_fraction,teacher_answer_len/avg,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/unclipped_behave_tokens,teacher_answer_len/min,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/update_successful,teacher_answer_len/max,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_generated_tokens,timeperf/rollout_postprocess,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/n_valid_tokens,timeperf/compute_advantage,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_avg,timeperf/train_step,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/update_weights,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/save,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/checkpoint_for_recover,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/eval,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/clear_batches,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_proximal,ppo_actor/advantages/avg,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/v_theta,ppo_actor/advantages/max,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/max,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/min,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/min,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/avg,ppo_actor/use_dual_clip,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/max,rollout/accepted,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/min,rollout/reward,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/lr,eval-rollout/reward,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_tokens,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/n_valid_tokens,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/avg
81,0.0014588,0.0,0.0,0.0,0.45115,0.0,0.0,-4.316,256.0,256.0,0.0,-0.19526,-1.3295,163840.0,0.0014135,0.0,-8.2774,75218.0,0.95022,-4.3751,-8.9407e-08,0.0625,-0.94251,0.0,20.969,1.0,0.0012669,75218.0,2.0,0.0,0.6239,1.0,563.0,118.0,-8.7384e-08,18740.0,0.56838,324.0,0.0012725,75218.0,0.13189,75.0,0.45146,1.0,3.225,5.0,0.0,1.0,0.087683,411.82,75218.0,1.0,0.00036133,708.0,-0.19667,2.0,7.8749e-05,220.0,0.0,2.0,4.6731e-05,-1.3295,-4.316,2.0,0.0036366,-8.9407e-08,0.0,79.0,4.8687e-09,-8.2774,0.0,80.0,2.513,-1.4625e-05,0.0,26.72,-2.8127,5.5382,0.0,44.0,0.0,-3.7076,0.22487,6.5312,0.25,5.5182e-11,2.2961,-16.295,-1.7909e-10,4.7684e-07,7.0864e-16,-7.125,2.1755,-2.9802e-07,0.64788,-33.5,-2.4749,-0.0014135,1.0,0.0,256.0,0.94251,1.0,1.0,411.82,-0.95022,1.0,0.0,708.0,0.99985,3e-06,,220.0,2.5664,105430.0,0.0,0.38666,75218.0,0.0,0.0,-0.19667
82,0.0010036,0.0,0.0,0.0,0.50604,0.0,0.0,-5.3447,256.0,256.0,0.0,-0.20062,-2.1361,160640.0,0.0016212,0.0,-13.597,78923.0,0.98724,-5.3287,-1.9073e-07,0.0625,-1.1607,0.0,12.094,1.0,0.0013222,78923.0,2.0,0.0,1.0314,1.0,267.0,116.41,-8.5682e-08,19667.0,0.58014,291.0,0.0013276,78923.0,0.12128,74.0,0.67357,1.0,3.3843,5.0,0.0,1.0,0.088774,424.7,78923.0,1.0,0.00033331,675.0,-0.20224,2.0,6.7862e-05,204.0,0.0,2.0,4.651e-05,-2.1361,-5.3447,2.0,0.0039909,-1.9073e-07,0.0,80.0,1.5467e-09,-13.597,0.0,81.0,2.2937,-0.00042925,0.0,26.533,-2.7972,4.0049,0.0,43.75,0.0,-3.0665,0.23244,6.5,0.25,3.1433e-11,2.4909,-16.204,9.0627e-12,3.5646e-07,9.0738e-17,-7.0625,2.0115,-3.5483e-07,0.57182,-31.375,-2.4749,-0.0016212,1.0,0.0,256.0,1.1607,1.0,1.0,424.7,-0.98724,1.0,0.0,675.0,0.9997,3e-06,,204.0,3.1921,108720.0,0.0,0.3726,78923.0,0.0,0.0,-0.20224
83,0.0012977,0.0,0.0,0.0,0.4524,0.0,0.0,-4.4532,256.0,256.0,0.0,-0.20152,-1.4031,159100.0,0.0015401,0.0,-11.586,79257.0,1.4537,-4.402,-1.1921e-07,0.0625,-0.76973,0.0,4.2188,1.0,0.0014416,79257.0,2.0,0.0,0.68741,1.0,10.0,119.66,-8.9145e-08,19750.0,0.57109,289.0,0.0014561,79257.0,0.12514,71.0,1.0566,1.0,3.3046,5.0,0.0,1.0,0.14798,429.25,79257.0,1.0,0.00034474,673.0,-0.20306,2.0,6.8814e-05,180.0,0.0,2.0,4.5649e-05,-1.4031,-4.4532,2.0,0.0036351,-1.1921e-07,0.0,81.0,-1.5402e-09,-11.586,0.0,82.0,2.4884,-0.00014461,0.0,26.711,-2.7823,4.3908,0.0,46.25,0.0,-3.8413,0.23162,6.5312,0.25,3.3804e-11,2.5301,-16.307,-1.8049e-11,3.5761e-07,1.0583e-14,-7.0938,2.1474,-3.4831e-07,0.58205,-33.25,-2.4749,-0.0015401,1.0,0.0,256.0,0.76973,1.0,1.0,429.25,-1.4537,1.0,0.0,673.0,0.9999,3e-06,,180.0,2.1592,109890.0,0.0,0.2337,79257.0,0.0,0.0,-0.20306
84,0.00094119,-0.0,0.0,0.0,0.45206,0.0,0.0,-4.6779,256.0,256.0,0.0,-0.20417,-1.2414,148740.0,0.0017759,0.0,-11.599,82551.0,1.6031,-4.5404,-1.9868e-07,0.058594,-0.8577,0.0,3.875,1.0,0.0013902,82551.0,2.0,0.0,0.80441,1.0,19.0,110.94,-8.7544e-08,20574.0,0.57089,223.0,0.0014111,82551.0,0.12264,81.0,1.285,1.0,3.3265,5.0,0.0,1.0,0.086982,433.4,82551.0,1.0,0.00036172,607.0,-0.20595,2.0,6.9785e-05,215.0,0.0,2.0,3.9219e-05,-1.2414,-4.6779,2.0,0.0042313,-1.9868e-07,0.0,82.0,0.0,-11.599,0.0,83.0,1.9077,0.00018914,0.0,26.707,-2.7307,4.1587,0.0,43.5,0.0,-2.5985,0.23745,6.5,0.25,2.7399e-12,2.4248,-16.356,4.4044e-11,2.3842e-07,1.9826e-15,-7.0312,1.6964,-3.567e-07,0.61786,-33.5,-2.4749,-0.0017759,1.0,0.0,256.0,0.8577,1.0,1.0,433.4,-1.6031,1.0,0.0,607.0,0.99961,3e-06,,215.0,2.3577,110950.0,0.0,0.20126,82551.0,-0.0,0.0,-0.20595
85,0.0013417,-0.0,0.0,0.0,0.45046,0.0,0.0,-4.711,256.0,256.0,0.0,-0.21053,-1.47,174590.0,0.0017832,0.0,-7.8924,78300.0,1.123,-4.6768,-2.3842e-07,0.0625,-0.78233,0.0,10.688,1.0,0.001409,78300.0,2.0,0.0,0.44833,1.0,236.0,125.97,-8.9407e-08,19511.0,0.57507,299.0,0.0014223,78300.0,0.12393,73.0,0.63062,1.0,3.3313,5.0,0.0,1.0,0.083674,431.83,78300.0,1.0,0.00031678,683.0,-0.21231,2.0,9.7597e-05,196.0,0.0,2.0,8.615e-05,-1.47,-4.711,2.0,0.0039285,-2.3842e-07,0.0,83.0,-2.3385e-09,-7.8924,0.0,84.0,2.375,-1.6094e-05,0.0,26.636,-2.8646,6.1821,0.0,44.0,0.0,-3.1493,0.24465,6.5312,0.25,6.5077e-11,2.5059,-16.278,1.6747e-10,3.8743e-07,4.2164e-15,-7.125,2.0287,-3.576e-07,0.62614,-36.5,-2.4749,-0.0017832,1.0,0.0,256.0,0.78233,1.0,1.0,431.83,-1.123,1.0,0.0,683.0,0.99963,3e-06,,196.0,2.1866,110550.0,0.0,0.32529,78300.0,0.0,0.0,-0.21231
86,0.0012648,-0.0,0.0,0.0,0.47005,0.0,0.0,-4.7407,256.0,256.0,0.0,-0.2241,-2.1568,188930.0,0.0016135,0.0,-11.416,81720.0,1.4205,-4.7329,-2.3842e-07,0.0625,-0.77924,0.0,4.7188,1.0,0.0014352,81720.0,2.0,0.0,0.66207,1.0,28.0,137.66,-8.801e-08,20366.0,0.58406,410.0,0.001472,81720.0,0.1337,79.0,1.0089,1.0,3.5324,5.0,0.0,1.0,0.08626,456.88,81720.0,1.0,0.00034032,794.0,-0.22571,2.0,6.8192e-05,188.0,0.0,2.0,4.683e-05,-2.1568,-4.7407,2.0,0.0038901,-2.3842e-07,0.0,84.0,-3.7344e-10,-11.416,0.0,85.0,2.4946,-0.00030236,0.0,26.309,-2.881,3.9428,0.0,43.75,0.0,-3.6413,0.26268,6.5312,0.25,1.9188e-11,2.6046,-16.112,-7.2938e-13,3.5763e-07,1.7404e-15,-6.875,2.1272,-3.2783e-07,0.60618,-32.5,-2.4748,-0.0016135,1.0,0.0,256.0,0.77924,1.0,1.0,456.88,-1.4205,1.0,0.0,794.0,0.99982,3e-06,,188.0,2.1798,116960.0,0.0,0.2416,81720.0,0.0,0.0,-0.22571
87,0.001833,0.0,0.0,0.0,0.47541,0.0,0.0,-4.4986,256.0,256.0,0.0,-0.22631,-1.678,280700.0,0.0020928,0.0,-8.6458,82438.0,0.86986,-4.414,0.0,0.054688,-0.93609,0.0,4.5625,1.0,0.0015365,82438.0,2.0,0.0,0.6139,1.0,23.0,156.34,-8.9407e-08,20546.0,0.60348,1106.0,0.0015551,82438.0,0.17883,83.0,0.43813,1.0,3.6867,5.0,0.0,1.0,0.088691,478.37,82438.0,1.0,0.00034083,1490.0,-0.2284,2.0,6.9424e-05,224.0,0.0,2.0,4.3725e-05,-1.678,-4.4986,2.0,0.0038394,0.0,0.0,85.0,0.0,-8.6458,0.0,86.0,1.9934,-0.00015642,0.0,26.371,-2.8307,3.9301,0.0,43.25,0.0,-3.0515,0.26315,6.5312,0.25,2.9772e-11,2.5903,-16.163,-6.0734e-11,3.4645e-07,6.2464e-15,-6.7812,1.7261,-3.5758e-07,0.59232,-36.5,-2.4749,-0.0020928,1.0,0.0,256.0,0.93609,1.0,1.0,478.37,-0.86986,1.0,0.0,1490.0,0.99944,3e-06,,224.0,2.55,122460.0,0.0,0.41901,82438.0,0.0,0.0,-0.2284
88,0.0011034,-0.0,0.0,0.0,0.4691,0.0,0.0,-4.5781,256.0,256.0,0.0,-0.19741,-1.9446,183300.0,0.0017318,0.0,-10.625,85698.0,0.98041,-4.6087,-1.7881e-07,0.0625,-0.82609,0.0,4.5,1.0,0.0013879,85698.0,2.0,0.0,0.45828,1.0,25.0,128.44,-8.7544e-08,21360.0,0.58291,440.0,0.0014069,85698.0,0.13345,79.0,0.4806,1.0,3.5174,5.0,0.0,1.0,0.084737,463.2,85698.0,1.0,0.00033379,824.0,-0.19915,2.0,6.7842e-05,215.0,0.0,2.0,4.4426e-05,-1.9446,-4.5781,2.0,0.0039988,-1.7881e-07,0.0,86.0,2.8488e-09,-10.625,0.0,87.0,2.1915,0.00015793,0.0,26.727,-2.7247,4.1989,0.0,44.5,0.0,-2.9267,0.22985,6.5312,0.25,3.8758e-11,2.4598,-16.276,1.1128e-11,3.5018e-07,3.0604e-15,-7.0312,1.9648,-2.9802e-07,0.54597,-32.5,-2.4749,-0.0017318,1.0,0.0,256.0,0.82609,1.0,1.0,463.2,-0.98041,1.0,0.0,824.0,0.99966,3e-06,,215.0,2.2844,118580.0,0.0,0.37516,85698.0,0.0,0.0,-0.19915
89,0.0015684,-0.0,0.0,0.0,0.43671,0.0,0.0,-4.999,256.0,256.0,0.0,-0.19891,-1.1528,148740.0,0.0012796,0.0,-8.125,70708.0,4.4449,-4.619,-5.9605e-08,0.0625,-1.3027,0.0,4.2812,1.0,0.0014522,70708.0,2.0,0.0,3.4566,1.0,14.0,115.19,-8.7879e-08,17613.0,0.54865,204.0,0.0015495,70708.0,0.12045,75.0,9.8784,1.0,3.0417,5.0,0.0,1.0,0.08862,391.39,70708.0,1.0,0.00037174,588.0,-0.20019,2.0,6.7711e-05,193.0,0.0,2.0,4.7391e-05,-1.1528,-4.999,2.0,0.0037819,-5.9605e-08,0.0,87.0,-2.131e-09,-8.125,0.0,88.0,2.7996,0.00022665,0.0,26.605,-2.8951,4.5049,0.0,43.75,0.0,-3.4186,0.23184,6.4688,0.25,5.4746e-11,2.5727,-16.375,-1.3488e-11,3.5018e-07,4.3631e-15,-7.3125,2.3922,-2.3842e-07,0.61387,-32.5,-2.4749,-0.0012796,1.0,0.0,256.0,1.3027,1.0,1.0,391.39,-4.4449,1.0,0.0,588.0,1.0002,3e-06,,193.0,3.6792,100200.0,0.0,0.011739,70708.0,0.0,0.0,-0.20019
90,0.1584,0.0,0.0,0.0,0.46327,0.0,0.0,-4.9393,256.0,256.0,0.0,-0.17483,-1.1316,176130.0,0.0010746,0.0,-11.081,78342.0,0.78595,-4.738,-9.9341e-08,0.0625,-0.67365,0.0,5.25,1.0,0.0010769,78342.0,2.0,0.0,0.28773,1.0,28.0,124.31,-8.8156e-08,19522.0,0.59471,354.0,0.0010867,78342.0,0.12842,73.0,0.30886,1.0,3.3397,5.0,0.0,1.0,0.087469,430.34,78342.0,1.0,0.00080577,738.0,-0.1759,2.0,0.00015889,192.0,0.0,2.0,8.9635e-05,-1.1316,-4.9393,2.0,0.0041497,-9.9341e-08,0.0,88.0,-3.3111e-09,-11.081,0.0,89.0,2.4878,0.00017887,0.0,27.282,-3.0671,4.3421,0.0,44.25,0.0,-3.3283,0.20278,6.5,0.25,3.3562e-11,2.5585,-16.647,1.2782e-10,3.5297e-07,2.7126e-16,-6.875,1.9759,-3.3528e-07,0.55151,-35.0,-2.4749,-0.0010746,1.0,0.0,256.0,0.67365,1.0,1.0,430.34,-0.78595,1.0,0.0,738.0,1.0,3e-06,,192.0,1.9614,110170.0,0.0,0.45569,78342.0,0.0,0.0,-0.1759
91,0.0014227,-0.0,0.0,0.0,0.45634,0.0,0.0,-4.8444,256.0,256.0,0.0,-0.19169,-1.6359,187900.0,0.001328,0.0,-9.6972,76637.0,0.88492,-4.8221,-2.0862e-07,0.0625,-0.64546,0.0,26.688,1.0,0.0010616,76637.0,2.0,0.0,0.29767,1.0,745.0,128.97,-8.9407e-08,19095.0,0.58071,361.0,0.001073,76637.0,0.12782,73.0,0.39154,1.0,3.2331,5.0,0.0,1.0,0.091083,428.33,76637.0,1.0,0.00035243,745.0,-0.19301,2.0,6.4486e-05,221.0,0.0,2.0,4.4967e-05,-1.6359,-4.8444,2.0,0.0044396,-2.0862e-07,0.0,89.0,-3.1857e-09,-9.6972,0.0,90.0,2.9032,-0.00059072,0.0,26.838,-3.0205,4.3519,0.0,43.5,0.0,-3.512,0.2223,6.5,0.25,4.2827e-11,2.4659,-16.438,-1.3688e-10,4.7684e-07,7.8356e-16,-6.75,2.3634,-2.8312e-07,0.57217,-35.25,-2.4749,-0.001328,1.0,0.0,256.0,0.64546,1.0,1.0,428.33,-0.88492,1.0,0.0,745.0,0.99973,3e-06,,221.0,1.9069,109650.0,0.0,0.41275,76637.0,-0.0,0.0,-0.19301
92,0.0017535,0.0,0.0,0.0,0.45758,0.0,0.0,-4.6033,256.0,256.0,0.0,-0.23172,-1.499,157700.0,0.0014423,0.0,-7.8645,80872.0,1.4233,-4.6315,-1.7881e-07,0.0625,-0.85469,0.0,41.344,1.0,0.0012077,80872.0,2.0,0.0,0.6642,1.0,504.0,119.28,-8.9407e-08,20154.0,0.58848,266.0,0.0012265,80872.0,0.12249,75.0,1.0129,1.0,3.3863,5.0,0.0,1.0,0.085267,435.19,80872.0,1.0,0.00031979,650.0,-0.23316,2.0,6.5589e-05,218.0,0.0,2.0,4.1382e-05,-1.499,-4.6033,2.0,0.0037269,-1.7881e-07,0.0,90.0,-1.4858e-09,-7.8645,0.0,91.0,1.8893,-0.00018893,0.0,26.419,-2.8529,4.8683,0.0,44.0,0.0,-2.9723,0.26975,6.5312,0.25,2.1191e-11,2.5319,-16.323,-2.6533e-10,3.4645e-07,2.5538e-16,-7.1562,1.6177,-2.3842e-07,0.61587,-33.0,-2.4749,-0.0014423,1.0,0.0,256.0,0.85469,1.0,1.0,435.19,-1.4233,1.0,0.0,650.0,0.99977,3e-06,,218.0,2.3507,111410.0,0.0,0.24092,80872.0,0.0,0.0,-0.23316
93,0.0011762,0.0,0.0,0.0,0.47291,0.0,0.0,-4.8017,256.0,256.0,0.0,-0.22073,-2.2458,177410.0,0.0014842,0.0,-16.537,89073.0,0.78602,-4.7638,-9.5367e-08,0.0625,-0.58323,0.0,4.1875,1.0,0.0011993,89073.0,2.0,0.0,0.24167,1.0,23.0,127.38,-8.9873e-08,22204.0,0.58992,463.0,0.0012131,89073.0,0.1286,78.0,0.30891,1.0,3.6442,5.0,0.0,1.0,0.087186,475.32,89073.0,1.0,0.00034777,847.0,-0.22222,2.0,6.4617e-05,261.0,0.0,2.0,4.2925e-05,-2.2458,-4.8017,2.0,0.0039827,-9.5367e-08,0.0,91.0,6.8523e-10,-16.537,0.0,92.0,2.0104,-1.6022e-05,0.0,26.402,-2.6559,3.926,0.0,42.25,0.0,-2.9246,0.2569,6.5312,0.25,3.8847e-11,2.6232,-16.119,1.606e-11,3.2037e-07,7.9542e-15,-7.0,1.846,-4.7684e-07,0.54626,-33.75,-2.4749,-0.0014842,1.0,0.0,256.0,0.58323,1.0,1.0,475.32,-0.78602,1.0,0.0,847.0,0.99972,3e-06,,261.0,1.7918,121680.0,0.0,0.45566,89073.0,0.0,0.0,-0.22222
94,0.0012775,0.0,0.0,0.0,0.44236,0.0,0.0,-4.6855,256.0,256.0,0.0,-0.18682,-0.94885,148610.0,0.0013892,0.0,-10.49,73998.0,1.6322,-4.5849,0.0,0.035156,-0.72619,0.0,19.25,1.0,0.0010748,73998.0,2.0,0.0,0.82769,1.0,503.0,121.72,-8.9407e-08,18436.0,0.56634,204.0,0.0011027,73998.0,0.11816,73.0,1.332,1.0,3.1946,5.0,0.0,1.0,0.23472,410.77,73998.0,1.0,0.00035414,588.0,-0.18821,2.0,7.6485e-05,223.0,0.0,2.0,4.7071e-05,-0.94885,-4.6855,2.0,0.0039748,0.0,0.0,92.0,4.7427e-09,-10.49,0.0,93.0,2.1216,-8.7631e-05,0.0,26.909,-2.9164,4.7402,0.0,43.5,0.0,-2.9267,0.2161,6.5312,0.25,-1.0851e-11,2.5997,-16.416,6.4439e-12,2.3842e-07,1.1592e-15,-6.9688,1.7749,-3.539e-07,0.60892,-36.25,-2.4749,-0.0013892,1.0,0.0,256.0,0.72619,1.0,1.0,410.77,-1.6322,1.0,0.0,588.0,0.99969,3e-06,,223.0,2.0672,105160.0,0.0,0.1955,73998.0,0.0,0.0,-0.18821
95,0.001255,-0.0,0.0,0.0,0.48061,0.0,0.0,-4.7882,256.0,256.0,0.0,-0.20257,-1.5403,265980.0,0.0012668,0.0,-8.2119,79876.0,2.6272,-4.688,-2.3842e-07,0.035156,-0.77645,0.0,5.5625,1.0,0.0011948,79876.0,2.0,0.0,1.6995,1.0,53.0,163.09,-8.9407e-08,19905.0,0.59916,881.0,0.0012347,79876.0,0.15918,78.0,3.4511,1.0,3.7136,5.0,0.0,1.0,0.089399,475.11,79876.0,1.0,0.00039787,1265.0,-0.20383,2.0,7.349e-05,200.0,0.0,2.0,4.633e-05,-1.5403,-4.7882,2.0,0.0041589,-2.3842e-07,0.0,93.0,-2.2924e-09,-8.2119,0.0,94.0,2.1028,0.00011118,0.0,26.441,-2.6958,3.8593,0.0,43.75,0.0,-3.1087,0.23624,6.5312,0.25,1.083e-10,2.6141,-15.962,3.8803e-11,3.5297e-07,2.3695e-15,-7.0,1.8832,-3.553e-07,0.58745,-34.25,-2.4749,-0.0012668,1.0,0.0,256.0,0.77645,1.0,1.0,475.11,-2.6272,1.0,0.0,1265.0,0.99993,3e-06,,200.0,2.1737,121630.0,0.0,0.07228,79876.0,0.0,0.0,-0.20383
96,0.0014801,-0.0,0.0,0.0,0.44821,0.0,0.0,-5.0471,256.0,256.0,0.0,-0.2088,-1.1959,164350.0,0.0015261,0.0,-9.8958,79841.0,1.1479,-4.5948,-1.7881e-07,0.050781,-0.76856,0.0,4.125,1.0,0.0013717,79841.0,2.0,0.0,0.46521,1.0,17.0,120.16,-8.9407e-08,19896.0,0.5582,288.0,0.001392,79841.0,0.11911,81.0,0.65886,1.0,3.3092,5.0,0.0,1.0,0.086037,432.04,79841.0,1.0,0.00034265,672.0,-0.21032,2.0,7.5504e-05,204.0,0.0,2.0,4.4657e-05,-1.1959,-5.0471,2.0,0.0041673,-1.7881e-07,0.0,94.0,-6.1157e-09,-9.8958,0.0,95.0,2.4928,5.4299e-05,0.0,26.545,-2.9818,5.0793,0.0,44.5,0.0,-3.2129,0.24016,6.5312,0.25,-1.9126e-12,2.7412,-16.184,2.0903e-11,3.1292e-07,1.3385e-14,-7.0938,2.0584,-3.5763e-07,0.58516,-34.0,-2.4749,-0.0015261,1.0,0.0,256.0,0.76856,1.0,1.0,432.04,-1.1479,1.0,0.0,672.0,0.99985,3e-06,,204.0,2.1567,110600.0,0.0,0.3173,79841.0,0.0,0.0,-0.21032
97,0.0013421,-0.0,0.0,0.0,0.44283,0.0,0.0,-4.4625,256.0,256.0,0.0,-0.20209,-1.9891,146940.0,0.0016577,0.0,-12.471,77933.0,0.96719,-4.4459,-1.9868e-07,0.0625,-0.73208,0.0,10.5,1.0,0.0012487,77933.0,2.0,0.0,0.34734,1.0,211.0,120.59,-8.7763e-08,19419.0,0.66413,190.0,0.0012688,77933.0,0.1131,77.0,0.46773,1.0,3.24,5.0,0.0,1.0,0.086741,425.02,77933.0,1.0,0.0003396,574.0,-0.20375,2.0,6.8373e-05,202.0,0.0,2.0,4.3896e-05,-1.9891,-4.4625,2.0,0.0042351,-1.9868e-07,0.0,95.0,1.2727e-09,-12.471,0.0,96.0,2.4421,6.1373e-05,0.0,26.601,-2.8004,3.996,0.0,46.5,0.0,-3.5885,0.23808,6.5938,0.25,2.0166e-11,2.5213,-16.282,1.9273e-10,3.5018e-07,1.7963e-14,-7.0,2.1536,-2.9802e-07,0.61114,-35.75,-2.4748,-0.0016577,1.0,0.0,256.0,0.73208,1.0,1.0,425.02,-0.96719,1.0,0.0,574.0,0.99959,3e-06,,202.0,2.0794,108800.0,0.0,0.38015,77933.0,0.0,0.0,-0.20375
98,0.0016185,-0.0,0.0,0.0,0.44872,0.0,0.0,-4.8245,256.0,256.0,0.0,-0.16845,-1.4496,137340.0,0.001281,0.0,-10.786,75651.0,2.7698,-4.8032,-1.4305e-07,0.046875,-0.82203,0.0,3.75,1.0,0.0012188,75651.0,2.0,0.0,1.8325,1.0,7.0,114.0,-8.7588e-08,18849.0,0.57068,154.0,0.0012589,75651.0,0.11162,76.0,3.8359,1.0,3.1289,5.0,0.0,1.0,0.089892,409.51,75651.0,1.0,0.00033914,538.0,-0.16973,2.0,7.7187e-05,217.0,0.0,2.0,4.4177e-05,-1.4496,-4.8245,2.0,0.0036386,-1.4305e-07,0.0,96.0,-4.034e-09,-10.786,0.0,97.0,1.9009,-2.8527e-05,0.0,27.025,-2.9729,4.3053,0.0,45.0,0.0,-3.3575,0.19518,6.5312,0.25,2.0365e-11,2.5996,-16.154,-9.4547e-12,3.5757e-07,1.6777e-15,-6.875,1.5515,-3.5705e-07,0.57365,-32.5,-2.4749,-0.001281,1.0,0.0,256.0,0.82203,1.0,1.0,409.51,-2.7698,1.0,0.0,538.0,0.99994,3e-06,,217.0,2.2751,104840.0,0.0,0.062675,75651.0,0.0,0.0,-0.16973
99,0.0017869,0.0,0.0,0.0,0.45794,0.0,0.0,-4.6275,256.0,256.0,0.0,-0.19861,-2.1163,145410.0,0.0016471,0.0,-11.045,82954.0,1.6013,-4.4339,-7.9473e-08,0.035156,-0.83915,0.0,10.156,1.0,0.0012683,82954.0,2.0,0.0,0.80292,1.0,169.0,113.53,-8.964e-08,20674.0,0.58725,224.0,0.0012904,82954.0,0.12581,76.0,1.2821,1.0,3.3674,5.0,0.0,1.0,0.1008,437.57,82954.0,1.0,0.0003644,608.0,-0.20026,2.0,8.2575e-05,199.0,0.0,2.0,4.4747e-05,-2.1163,-4.6275,2.0,0.0040246,-7.9473e-08,0.0,97.0,-2.7591e-09,-11.045,0.0,98.0,2.5747,1.0825e-05,0.0,26.685,-2.8176,4.2077,0.0,43.25,0.0,-3.649,0.23164,6.5312,0.25,-3.3823e-11,2.8228,-16.141,2.5867e-11,3.4645e-07,1.2004e-15,-7.0,2.2627,-3.2037e-07,0.54804,-32.75,-2.4748,-0.0016471,1.0,0.0,256.0,0.83915,1.0,1.0,437.57,-1.6013,1.0,0.0,608.0,0.99962,3e-06,,199.0,2.3144,112020.0,0.0,0.20164,82954.0,0.0,0.0,-0.20026
