step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
82,0.0012624,483.5,0.99985,123780.0,0.49875,727.0,2.479,80663.0,256.0,249.0,0.28786,-0.23581,-2.1133,0.0,0.0,0.0,-11.458,0.0,0.0,-4.4873,0.0,-0.0,0.0,-0.23407,12.094,0.0,0.0,0.0,2.0,256.0,0.0017411,-4.5985,267.0,173950.0,1.2453,0.0,483.5,80663.0,-0.90787,80663.0,249.0,0.0625,0.0015921,1.0,727.0,1.0,0.57116,20102.0,4.0,0.0,-8.7719e-08,80663.0,4.0,168.41,0.0016119,1.0,4.0,343.0,0.77536,1.0,0.63678,126.0,0.0,1.0,0.13396,5.0,80663.0,2.0,3.7119,483.5,-0.23581,2.0,0.086533,727.0,0.0,2.0,0.00033702,249.0,-4.4873,80.0,8.64e-05,-2.1133,0.0,81.0,4.5729e-05,0.0,0.0,26.321,0.0042806,-11.458,0.0,46.0,-3.7833e-10,-4.2478e-05,0.0,6.5625,2.6457,4.1659,0.27087,-17.158,-2.8866,-4.0213,2.4955,-7.3438,0.0,0.0,7.7724e-16,-36.75,0.25,0.0,0.67085,0.0,-1.005e-10,0.0,1.0,1.0,2.2763,-0.0017411,1.0,0.0,-2.4749,0.90787,1.0,,256.0,-1.2453,3e-06
83,0.0014886,481.18,0.99983,123180.0,0.49998,725.0,2.7218,79238.0,256.0,263.0,0.32539,-0.22894,-1.3901,0.0,0.0,0.0,-9.2708,0.0,0.0,-4.5459,0.0,-0.0,0.0,-0.22693,4.2188,0.0,0.0,0.0,2.0,256.0,0.0020105,-4.3483,10.0,172420.0,1.1227,0.0,481.18,79238.0,-1.0013,79238.0,263.0,0.0625,0.0018445,1.0,725.0,1.0,0.72049,19746.0,4.0,0.0,-8.9407e-08,79238.0,4.0,171.66,0.0018858,1.0,4.0,341.0,0.63026,1.0,0.64032,123.0,0.0,1.0,0.12784,5.0,79238.0,2.0,3.7023,481.18,-0.22894,2.0,0.42779,725.0,0.0,2.0,0.00030676,263.0,-4.5459,81.0,0.00010354,-1.3901,0.0,82.0,3.9509e-05,0.0,0.0,26.539,0.0038704,-9.2708,0.0,48.25,8.2805e-09,0.00023657,0.0,6.5625,2.6903,4.222,0.25949,-17.322,-2.8894,-3.398,2.3087,-7.3438,0.0,0.0,2.0527e-17,-34.0,0.25,0.0,0.65828,0.0,-6.3187e-11,0.0,1.0,1.0,2.2786,-0.0020105,1.0,0.0,-2.4749,1.0013,1.0,,256.0,-1.1227,3e-06
84,0.0015188,494.68,1.0001,126640.0,0.50835,659.0,2.7093,84925.0,256.0,274.0,0.32666,-0.23298,-1.429,0.0,0.0,0.0,-10.521,0.0,0.0,-5.1747,0.0,0.0,0.0,-0.23135,3.875,0.0,0.0,0.0,2.0,256.0,0.0016317,-5.1175,19.0,162050.0,1.1188,0.0,494.68,84925.0,-0.99671,84925.0,274.0,0.058594,0.0017766,1.0,659.0,1.0,0.71264,21167.0,4.0,0.0,-8.8243e-08,84925.0,4.0,162.94,0.0017954,1.0,4.0,275.0,0.6259,1.0,0.64359,133.0,0.0,1.0,0.12709,5.0,84925.0,2.0,4.531,494.68,-0.23298,2.0,0.084469,659.0,0.0,2.0,0.00035587,274.0,-5.1747,82.0,8.7082e-05,-1.429,0.0,83.0,4.7161e-05,0.0,0.0,26.554,0.0042579,-10.521,0.0,45.75,5.0309e-09,-2.2432e-05,0.0,6.5625,2.3541,4.0458,0.26619,-17.263,-2.756,-3.3416,2.6279,-7.375,0.0,0.0,3.7888e-17,-37.0,0.25,0.0,0.62576,0.0,-6.1763e-11,0.0,1.0,1.0,2.1126,-0.0016317,1.0,0.0,-2.4749,0.99671,1.0,,256.0,-1.1188,3e-06
85,0.001271,488.69,1.0001,125100.0,0.50304,735.0,3.1433,79545.0,256.0,237.0,0.24786,-0.23383,-1.3816,0.0,0.0,0.0,-11.875,0.0,0.0,-4.585,0.0,-0.0,0.0,-0.2319,10.688,0.0,0.0,0.0,2.0,256.0,0.001921,-4.3855,236.0,187900.0,1.3949,0.0,488.69,79545.0,-1.1453,79545.0,237.0,0.0625,0.0020088,1.0,735.0,1.0,0.99801,19822.0,4.0,0.0,-8.7253e-08,79545.0,4.0,177.97,0.0020375,1.0,4.0,351.0,0.97287,1.0,0.64753,125.0,0.0,1.0,0.13497,5.0,79545.0,2.0,3.819,488.69,-0.23383,2.0,0.085642,735.0,0.0,2.0,0.00035066,237.0,-4.585,83.0,0.00010544,-1.3816,0.0,84.0,4.612e-05,0.0,0.0,26.462,0.0040635,-11.875,0.0,46.0,6.1384e-09,0.00016431,0.0,6.5625,2.412,5.5674,0.26855,-17.209,-2.9297,-3.7774,2.6526,-7.2812,0.0,0.0,9.7616e-17,-38.75,0.25,0.0,0.67562,0.0,4.9455e-11,0.0,1.0,1.0,2.0161,-0.001921,1.0,0.0,-2.4749,1.1453,1.0,,256.0,-1.3949,3e-06
86,0.0012648,524.52,0.99965,134280.0,0.5535,846.0,2.0147,85725.0,256.0,256.0,0.30259,-0.2639,-2.2159,0.0,0.0,0.0,-11.425,0.0,0.0,-5.1136,0.0,0.0,0.0,-0.26154,4.7188,0.0,0.0,0.0,2.0,256.0,0.0023598,-5.029,28.0,202240.0,1.1954,0.0,524.52,85725.0,-0.70047,85725.0,256.0,0.0625,0.0020069,1.0,846.0,1.0,0.49797,14245.0,4.0,0.0,-8.9407e-08,85725.0,4.0,189.66,0.0020424,1.0,4.0,462.0,0.71447,1.0,0.67831,131.0,0.0,1.0,0.1395,5.0,85725.0,2.0,3.9004,524.52,-0.2639,2.0,0.084504,846.0,0.0,2.0,0.00034902,256.0,-5.1136,84.0,0.00013438,-2.2159,0.0,85.0,4.655e-05,0.0,0.0,26.173,0.0042707,-11.425,0.0,47.25,5.7849e-09,0.00025774,0.0,6.4062,2.3701,4.4779,0.30142,-17.193,-2.8838,-4.3028,2.6345,-7.0625,0.0,0.0,3.2218e-16,-36.25,0.25,0.0,0.43387,0.0,1.1681e-10,0.0,1.0,1.0,2.0328,-0.0023598,1.0,0.0,-2.4744,0.70047,1.0,,256.0,-1.1954,3e-06
87,0.0013418,540.79,0.99995,138440.0,0.55377,1542.0,2.4046,85106.0,256.0,241.0,0.19896,-0.24495,-1.5239,0.0,0.0,0.0,-11.25,0.0,0.0,-4.9678,0.0,0.0,0.0,-0.24313,4.5625,0.0,0.0,0.0,2.0,256.0,0.0018243,-4.9795,23.0,294020.0,1.6147,0.0,540.79,85106.0,-0.87739,85106.0,241.0,0.0625,0.0017726,1.0,1542.0,1.0,0.81361,14142.0,4.0,0.0,-8.9407e-08,85106.0,4.0,208.34,0.0017963,1.0,4.0,1158.0,1.3036,1.0,0.68105,135.0,0.0,1.0,0.18711,5.0,85106.0,2.0,3.8879,540.79,-0.24495,2.0,0.089105,1542.0,0.0,2.0,0.00043464,241.0,-4.9678,85.0,0.00013029,-1.5239,0.0,86.0,4.676e-05,0.0,0.0,26.356,0.004258,-11.25,0.0,46.0,5.7373e-09,-0.00026258,0.0,6.4062,2.3848,4.3194,0.27992,-17.167,-2.927,-3.3248,2.6224,-7.125,0.0,0.0,7.0203e-16,-38.25,0.25,0.0,0.43337,0.0,1.6809e-11,0.0,1.0,1.0,2.0219,-0.0018243,1.0,0.0,-2.4748,0.87739,1.0,,256.0,-1.6147,3e-06
88,0.0013529,525.04,0.99967,134410.0,0.54813,876.0,2.0112,88219.0,256.0,260.0,0.00086817,-0.22367,-1.6931,0.0,0.0,0.0,-9.0105,0.0,0.0,-7.0842,0.0,0.0,0.0,-0.22172,4.5,0.0,0.0,0.0,2.0,256.0,0.0019489,-4.8297,25.0,196610.0,7.0491,0.0,525.04,88219.0,-0.69875,88219.0,260.0,0.0625,0.0016181,1.0,876.0,1.0,6.05,14660.0,4.0,0.0,-8.7515e-08,88219.0,4.0,180.44,0.0018571,1.0,4.0,492.0,24.845,1.0,0.67824,131.0,0.0,1.0,0.13924,5.0,88219.0,2.0,3.9327,525.04,-0.22367,2.0,0.085119,876.0,0.0,2.0,0.00033215,260.0,-7.0842,86.0,0.00011942,-1.6931,0.0,87.0,5.1148e-05,0.0,0.0,26.594,0.0043512,-9.0105,0.0,49.5,3.9782e-09,-5.0159e-05,0.0,6.4375,2.5538,4.697,0.2587,-17.436,-2.7698,-3.802,2.7896,-7.25,0.0,0.0,1.6665e-16,-38.75,0.25,0.0,0.40631,0.0,4.0539e-12,0.0,1.0,1.0,2.2676,-0.0019489,1.0,0.0,-2.4749,0.69875,1.0,,256.0,-7.0491,3e-06
89,0.19667,454.81,0.9997,116430.0,0.49685,640.0,2.3397,73631.0,256.0,241.0,0.18252,-0.22359,-0.94085,0.0,0.0,0.0,-8.2957,0.0,0.0,-4.604,0.0,0.0,0.0,-0.22165,4.2812,0.0,0.0,0.0,2.0,256.0,0.0019423,-4.7216,14.0,162050.0,1.7009,0.0,454.81,73631.0,-0.85004,73631.0,241.0,0.0625,0.0016397,1.0,640.0,1.0,0.88342,18344.0,4.0,0.0,-8.7908e-08,73631.0,4.0,167.19,0.0016718,1.0,4.0,256.0,1.4465,1.0,0.63734,127.0,0.0,1.0,0.12943,5.0,73631.0,2.0,4.0697,454.81,-0.22359,2.0,0.39191,640.0,0.0,2.0,0.00093149,241.0,-4.604,87.0,0.00024817,-0.94085,0.0,88.0,0.00012533,0.0,0.0,26.286,0.0044253,-8.2957,0.0,47.0,-9.4291e-09,-0.00024472,0.0,6.4375,2.2411,4.3812,0.25874,-17.142,-2.9943,-2.8996,2.5432,-7.25,0.0,0.0,7.1898e-16,-37.5,0.25,0.0,0.69165,0.0,3.238e-12,0.0,1.0,1.0,1.8298,-0.0019423,1.0,0.0,-2.4745,0.85004,1.0,,256.0,-1.7009,3e-06
90,0.0016675,506.8,0.99961,129740.0,0.50947,790.0,2.0448,84604.0,256.0,260.0,0.38134,-0.2118,-1.227,0.0,0.0,0.0,-8.8024,-0.0,0.0,-5.0001,0.0,-0.0,0.0,-0.20988,5.25,0.0,0.0,0.0,2.0,256.0,0.0019234,-5.0081,28.0,189440.0,0.96405,0.0,506.8,84604.0,-0.7153,84604.0,260.0,0.0625,0.0015361,1.0,790.0,1.0,0.3454,21087.0,4.0,0.0,-8.865e-08,84604.0,4.0,176.31,0.0015501,1.0,4.0,406.0,0.4647,1.0,0.66711,125.0,0.0,1.0,0.13807,5.0,84604.0,2.0,3.9016,506.8,-0.2118,2.0,0.088628,790.0,0.0,2.0,0.00047049,260.0,-5.0001,88.0,0.00012253,-1.227,0.0,89.0,4.7582e-05,0.0,0.0,26.924,0.0041007,-8.8024,0.0,46.5,-3.8326e-09,1.4788e-05,0.0,6.4375,2.5097,5.1258,0.24463,-17.6,-3.033,-3.7542,2.7266,-7.25,0.0,0.0,2.8388e-17,-39.75,0.25,0.0,0.62155,0.0,-7.8905e-11,0.0,1.0,1.0,2.0292,-0.0019234,1.0,0.0,-2.4749,0.7153,1.0,,256.0,-0.96405,3e-06
91,0.0014125,501.87,0.99941,128480.0,0.51125,797.0,2.1569,82150.0,256.0,262.0,0.28593,-0.23037,-1.57,0.0,0.0,0.0,-11.563,0.0,0.0,-4.8428,0.0,0.0,0.0,-0.22792,28.312,0.0,0.0,0.0,2.0,256.0,0.0024553,-4.7997,797.0,201220.0,1.252,0.0,501.87,82150.0,-0.76867,82150.0,262.0,0.0625,0.0018686,1.0,797.0,1.0,0.53795,20474.0,4.0,0.0,-8.6584e-08,82150.0,4.0,180.97,0.0019039,1.0,4.0,413.0,0.78378,1.0,0.67821,125.0,0.0,1.0,0.14303,5.0,82150.0,2.0,3.8954,501.87,-0.23037,2.0,0.083658,797.0,0.0,2.0,0.00044994,262.0,-4.8428,89.0,0.00011028,-1.57,0.0,90.0,4.4667e-05,0.0,0.0,26.538,0.0037073,-11.563,0.0,46.5,8.1727e-09,-0.00017865,0.0,6.5625,2.3591,5.4952,0.26274,-17.27,-2.859,-3.5051,2.5098,-7.3438,0.0,0.0,1.6765e-16,-37.25,0.25,0.0,0.63211,0.0,-1.7413e-11,0.0,1.0,1.0,2.0189,-0.0024553,1.0,0.0,-2.4747,0.76867,1.0,,256.0,-1.252,3e-06
92,0.0015395,501.87,0.99952,128480.0,0.51299,702.0,2.8155,84630.0,256.0,256.0,0.22341,-0.25694,-1.3929,0.0,0.0,0.0,-8.069,-0.0,0.0,-4.8067,0.0,-0.0,0.0,-0.25416,44.594,0.0,0.0,0.0,2.0,256.0,0.0027877,-4.5958,556.0,171010.0,1.4988,0.0,501.87,84630.0,-1.0351,84630.0,256.0,0.0625,0.0023065,1.0,702.0,1.0,0.78038,21094.0,4.0,0.0,-8.8476e-08,84630.0,4.0,171.28,0.00235,1.0,4.0,318.0,1.1231,1.0,0.68782,127.0,0.0,1.0,0.13008,5.0,84630.0,2.0,3.9259,501.87,-0.25694,2.0,0.088108,702.0,0.0,2.0,0.00030706,256.0,-4.8067,90.0,0.00010541,-1.3929,0.0,91.0,3.6685e-05,0.0,0.0,26.257,0.0044677,-8.069,0.0,46.5,3.606e-09,-0.00024216,0.0,6.375,2.5134,4.5906,0.29734,-17.237,-2.9589,-3.3,2.5703,-7.2188,0.0,0.0,9.9137e-16,-37.0,0.25,0.0,0.68855,0.0,-1.1269e-11,0.0,1.0,1.0,2.0746,-0.0027877,1.0,0.0,-2.4749,1.0351,1.0,,256.0,-1.4988,3e-06
93,0.0018527,538.11,0.99967,137760.0,0.5488,899.0,2.7226,91835.0,256.0,336.0,0.38843,-0.24939,-2.3114,0.0,0.0,0.0,-9.6621,0.0,0.0,-4.7546,0.0,-0.0,0.0,-0.24693,4.1875,0.0,0.0,0.0,2.0,256.0,0.0024618,-4.4984,23.0,190720.0,0.94564,0.0,538.11,91835.0,-1.0016,91835.0,336.0,0.050781,0.0021272,1.0,899.0,1.0,0.72101,15263.0,4.0,0.0,-8.9407e-08,91835.0,4.0,179.38,0.0021413,1.0,4.0,515.0,0.50159,1.0,0.664,130.0,0.0,1.0,0.14378,5.0,91835.0,2.0,3.8805,538.11,-0.24939,2.0,0.085998,899.0,0.0,2.0,0.0004094,336.0,-4.7546,91.0,9.979e-05,-2.3114,0.0,92.0,5.0426e-05,0.0,0.0,26.262,0.0041164,-9.6621,0.0,46.25,6.6462e-10,8.9369e-05,0.0,6.4688,2.5965,5.2515,0.28906,-17.09,-2.6141,-3.9586,2.4971,-7.2188,0.0,0.0,1.0286e-15,-35.75,0.25,0.0,0.40979,0.0,2.9856e-11,0.0,1.0,1.0,2.4451,-0.0024618,1.0,0.0,-2.4749,1.0016,1.0,,256.0,-0.94564,3e-06
94,0.0015211,471.88,0.99923,120800.0,0.49728,640.0,3.1642,76329.0,256.0,270.0,0.26334,-0.20148,-1.0179,0.0,0.0,0.0,-9.9431,0.0,0.0,-4.8899,0.0,-0.0,0.0,-0.19865,20.875,0.0,0.0,0.0,2.0,256.0,0.0028366,-4.7821,555.0,161920.0,1.3343,0.0,471.88,76329.0,-1.1519,76329.0,270.0,0.035156,0.0020701,1.0,640.0,1.0,1.0123,19018.0,4.0,0.0,-8.721e-08,76329.0,4.0,173.72,0.0021066,1.0,4.0,256.0,0.89021,1.0,0.63407,125.0,0.0,1.0,0.12632,5.0,76329.0,2.0,3.6165,471.88,-0.20148,2.0,0.085337,640.0,0.0,2.0,0.00033122,270.0,-4.8899,92.0,9.1638e-05,-1.0179,0.0,93.0,4.1733e-05,0.0,0.0,26.691,0.0040952,-9.9431,0.0,45.25,-1.1994e-09,5.8992e-05,0.0,6.4688,2.4454,6.6166,0.23241,-17.256,-2.9704,-3.5693,2.4973,-7.25,0.0,0.0,2.2378e-16,-38.5,0.25,0.0,0.65967,0.0,-3.3891e-10,0.0,1.0,1.0,2.0102,-0.0028366,1.0,0.0,-2.4749,1.1519,1.0,,256.0,-1.3343,3e-06
95,0.0016662,528.01,0.99977,135170.0,0.55356,1265.0,2.6126,80106.0,256.0,244.0,0.31774,-0.23284,-1.5066,0.0,0.0,0.0,-9.7224,0.0,0.0,-4.6875,0.0,0.0,0.0,-0.23063,5.5625,0.0,0.0,0.0,2.0,256.0,0.0022142,-4.3708,53.0,272640.0,1.1465,0.0,528.01,80106.0,-0.96034,80106.0,244.0,0.035156,0.0019803,1.0,1265.0,1.0,0.65224,13308.0,4.0,0.0,-8.7792e-08,80106.0,4.0,215.09,0.0020091,1.0,4.0,933.0,0.65724,1.0,0.73858,130.0,0.0,1.0,0.17537,5.0,80106.0,2.0,3.9132,528.01,-0.23284,2.0,0.0823,1265.0,0.0,2.0,0.00032402,244.0,-4.6875,93.0,7.7978e-05,-1.5066,0.0,94.0,4.0361e-05,0.0,0.0,26.195,0.0040009,-9.7224,0.0,47.25,3.4287e-09,0.00046508,0.0,6.4688,2.8521,4.4219,0.26803,-16.785,-2.8743,-3.7581,2.5555,-6.9688,0.0,0.0,7.069e-16,-35.75,0.25,0.0,0.45084,0.0,-2.8275e-11,0.0,1.0,1.0,2.4649,-0.0022142,1.0,0.0,-2.4749,0.96034,1.0,,256.0,-1.1465,3e-06
96,0.0014774,488.98,0.9999,125180.0,0.50144,724.0,2.5418,81106.0,256.0,245.0,0.1136,-0.22934,-1.1914,0.0,0.0,0.0,-10.312,0.0,0.0,-4.9617,0.0,0.0,0.0,-0.22741,4.125,0.0,0.0,0.0,2.0,256.0,0.0019338,-4.8019,17.0,177660.0,2.1751,0.0,488.98,81106.0,-0.93288,81106.0,245.0,0.050781,0.0018388,1.0,724.0,1.0,1.2887,20212.0,4.0,0.0,-8.4372e-08,81106.0,4.0,172.16,0.0018611,1.0,4.0,340.0,2.3655,1.0,0.63009,133.0,0.0,1.0,0.12725,5.0,81106.0,2.0,3.7729,488.98,-0.22934,2.0,0.091029,724.0,0.0,2.0,0.00041404,245.0,-4.9617,94.0,0.00013545,-1.1914,0.0,95.0,5.8347e-05,0.0,0.0,26.321,0.003654,-10.312,0.0,46.0,1.6932e-09,-3.9367e-05,0.0,6.4688,2.6493,4.7887,0.26254,-17.03,-2.7857,-3.8157,2.6329,-7.25,0.0,0.0,2.6151e-16,-33.0,0.25,0.0,0.6588,0.0,1.6168e-11,0.0,1.0,1.0,2.338,-0.0019338,1.0,0.0,-2.4749,0.93288,1.0,,256.0,-2.1751,3e-06
97,0.0016243,478.85,0.99964,122590.0,0.5096,626.0,2.3023,78402.0,256.0,255.0,0.31716,-0.24096,-2.0458,0.0,0.0,0.0,-14.272,0.0,0.0,-4.7865,0.0,-0.0,0.0,-0.23885,10.5,0.0,0.0,0.0,2.0,256.0,0.002118,-4.819,211.0,160260.0,1.1484,0.0,478.85,78402.0,-0.8339,78402.0,255.0,0.0625,0.0017587,1.0,626.0,1.0,0.46838,19536.0,4.0,0.0,-8.737e-08,78402.0,4.0,172.59,0.0017813,1.0,4.0,242.0,0.65936,1.0,0.61326,129.0,0.0,1.0,0.1322,5.0,78402.0,2.0,3.7732,478.85,-0.24096,2.0,0.080424,626.0,0.0,2.0,0.00033291,255.0,-4.7865,95.0,0.00010483,-2.0458,0.0,96.0,4.0681e-05,0.0,0.0,26.321,0.0039934,-14.272,0.0,48.25,3.8924e-10,0.00026981,0.0,6.4688,2.6867,5.8699,0.27673,-17.296,-2.8603,-3.4694,2.5267,-7.25,0.0,0.0,1.5017e-16,-37.75,0.25,0.0,0.69403,0.0,1.1556e-10,0.0,1.0,1.0,2.3315,-0.002118,1.0,0.0,-2.4749,0.8339,1.0,,256.0,-1.1484,3e-06
98,0.0017866,473.48,0.99981,121210.0,0.49903,590.0,2.2756,78714.0,256.0,248.0,0.36814,-0.2032,-1.2974,0.0,0.0,0.0,-9.4489,-0.0,0.0,-5.0394,0.0,-0.0,0.0,-0.20136,3.75,0.0,0.0,0.0,2.0,256.0,0.001842,-4.9485,7.0,150660.0,0.99929,0.0,473.48,78714.0,-0.82223,78714.0,248.0,0.054688,0.0016519,1.0,590.0,1.0,0.45334,19614.0,4.0,0.0,-8.9698e-08,78714.0,4.0,166.0,0.0016692,1.0,4.0,206.0,0.49929,1.0,0.62704,128.0,0.0,1.0,0.12797,5.0,78714.0,2.0,3.6488,473.48,-0.2032,2.0,0.081323,590.0,0.0,2.0,0.00030894,248.0,-5.0394,96.0,0.00011433,-1.2974,0.0,97.0,4.0551e-05,0.0,0.0,26.592,0.0039723,-9.4489,0.0,45.75,-7.3663e-09,-0.0001189,0.0,6.4688,2.4702,5.2703,0.2377,-17.028,-3.046,-3.0424,2.6004,-7.25,0.0,0.0,1.1968e-15,-35.25,0.25,0.0,0.60273,0.0,-1.9688e-11,0.0,1.0,1.0,1.9911,-0.001842,1.0,0.0,-2.4749,0.82223,1.0,,256.0,-0.99929,3e-06
99,0.0018725,493.83,0.99932,126420.0,0.50693,660.0,2.5057,84045.0,256.0,272.0,0.14392,-0.2295,-1.8015,0.0,0.0,0.0,-10.54,0.0,0.0,-4.8189,0.0,0.0,0.0,-0.22705,10.156,0.0,0.0,0.0,2.0,256.0,0.0024525,-4.7457,169.0,158460.0,1.9385,0.0,493.83,84045.0,-0.91856,84045.0,272.0,0.050781,0.0017723,1.0,660.0,1.0,1.0824,20947.0,4.0,0.0,-8.9407e-08,84045.0,4.0,165.53,0.001815,1.0,4.0,276.0,1.8789,1.0,0.63252,128.0,0.0,1.0,0.12953,5.0,84045.0,2.0,3.8372,493.83,-0.2295,2.0,0.082267,660.0,0.0,2.0,0.00029563,272.0,-4.8189,97.0,9.4252e-05,-1.8015,0.0,98.0,3.6705e-05,0.0,0.0,26.37,0.0041552,-10.54,0.0,45.5,-1.8155e-09,0.00017507,0.0,6.4062,2.5409,4.1893,0.26587,-17.038,-2.8578,-3.4924,2.5252,-7.1875,0.0,0.0,1.1893e-15,-39.0,0.25,0.0,0.58009,0.0,4.5389e-11,0.0,1.0,1.0,2.1586,-0.0024525,1.0,0.0,-2.4413,0.91856,1.0,,256.0,-1.9385,3e-06
100,0.0015014,492.89,0.99951,126180.0,0.50404,846.0,2.7651,81315.0,256.0,251.0,0.2735,-0.25903,-1.4816,0.0,0.0,0.0,-11.522,0.0,0.0,-4.7273,0.0,-0.0,0.0,-0.25656,4.3438,0.0,0.0,0.0,2.0,256.0,0.0024949,-4.7607,11.0,191490.0,1.2965,1.2703e-05,492.89,81315.0,-1.0171,81314.0,251.0,0.054688,0.0020061,1.0,846.0,1.0,0.748,20264.0,4.0,0.0,-8.9407e-08,81314.0,4.0,175.25,0.0020283,1.0,4.0,462.0,0.84041,1.0,0.62945,126.0,0.0,1.0,0.13629,5.0,81314.0,2.0,3.7719,492.89,-0.25902,2.0,0.082815,846.0,0.0,2.0,3.6833,251.0,-4.7273,98.0,0.00014387,-1.4816,0.0,99.0,1.3952,0.0,0.0,26.073,0.0044263,-11.522,0.0,44.75,-3.753e-09,-0.00013582,0.0,6.4688,2.1868,7.6822,0.29512,-17.017,-3.0015,-4.1852,2.7027,-7.25,0.0,0.0,2.1217e-15,-37.25,0.25,0.0,0.66531,0.0,-7.0369e-11,0.0,0.99999,1.0,1.834,-0.0024949,1.0,0.0,-2.4746,1.0171,0.0,0.0,256.0,-1.2965,3e-06
